,title,author,publisher,publistDate,ISBN,pages,genre,description,book_img_url,stock,totalQuantity
15,ETS 토익기출 파트별 VOCA 보카,ETS,YBM(와이비엠),2022년 12월 23일,9788917237481,588,국어 외국어 사...,"ETS 토익기출 파트별 보카 최신개정판 독점출간
최신 기출예문, 기출문제 독점수록

입문부터 실전까지 전 레벨 토익 권장도서이다. 토익 기본 어휘와 토익 만점 어휘 + LEVEP UP 어휘까지 짱짱한 구성으로 전 레벨 수험자가 시험 대비 필독서로 활용할 수 있게 구성하였다. 기출예문(LC 성우 음성 포함), 기출문제(12세트) 독점수록하였다. 전 예문을 실제 토익 시험에 나왔던 문장들로 독점 수록하여 최적의 소스로 실전에 대비할 수 있게 하였다. 특히 LC 어휘는 전 예문이 실제 시험 성우의 음원으로 제공되며, RC 어휘는 시험 문제와 직결되는 학습 TIP 및 실제 기출 어휘 문제 12세트까지 제공된다. 실전 적응력을 높이는 파트별로 구성하였다. 파트마다 쓰임이 다른 토익 어휘, 파트별로 암기해야 학습 효과가 상승한다. LC/RC 각 파트 빈출 어휘를 표제어로 채택하여 실제 토익 시험의 해당 파트에서 예문을 추출하였다. 실전 대비 어휘집으로 이보다 더 최적화된 구성이 있을까?

4가지 버전의 무료 MP3 및 음원 QR이 제공된다. 단어 뜻만 빠르게 외우고 싶은 학습자, 영국식 또는 호주식 발음을 익히면서 암기하고 싶은 학습자, 어휘와 예문을 함께 익히고 싶은 학습자를 위해 무료 MP3 음원을 4가지 버전으로 구성하였다. 다운로드 없이 바로 예문 학습이 가능한 음원 QR 또한 제공된다. 기출보카 앱(APP)이 제공된다. 교재 구매 인증을 통해 무료로 다운로드할 수 있는 보카앱으로 한층 더 스마트하게 학습할 수 있다. 게임 형식으로 암기하고, 다시 보고 싶은 단어는 [나만의 단어장]에 따로 저장해 두자. 이동이나 휴식 중에는 앱으로 MP3 예문을 들으며 기출 어휘를 무한 반복 학습할 수 있다.

단어 시험 출제 마법사가 제공된다. 단어 암기의 핵심은 반복 테스트! 가장 효율적이며 효과적인 단어 암기를 위해 자동으로 단어 시험을 출제해 주는 단어 시험 출제 마법사가 최신개정판 출간과 함께 새롭게 선보인다. 클릭 한 번으로 난이도별/파트별, 동의어/반의어 테스트 등, 원하는 방식으로 테스트지를 생성할 수 있으며, PC 또는 휴대폰에서 바로 테스트하거나 PDF 파일로 출력하여 테스트할 수도 있다. 해당 서비스는 YBM Books 출판 홈페이지(www.ybmbooks.com)에서 ‘토익 기출 보카’ 검색을 통해 이용할 수 있다.



                                                ",116467955.jpg,0,0
17,해커스 토익 RC Reading(리딩) 기본서,David Cho,해커스어학연구소,2023년 07월 24일,9788965424765,816,국어 외국어 사...,"토익 시험 최신기출경향 완벽 분석 및 반영했다. [토익 READING 최신 출제 경향 한눈에 보기] 제공한다. 한 권으로 기본부터 실전까지 토익 RC 완벽 대비하자. 해커스 스타강사의 무료 실전 문제 해설강의 제공한다. 진단고사로 실력 점검하고 자신에게 맞는 수준별 학습플랜 선택할 수 있다. 

                                                ",116020437.jpg,0,0
19,불편한 편의점,김호연,나무옆의자,2021년 04월 20일,9791161571188,268,소설/시/희곡,"최고의 재미와 감동을 선사하는 K힐링소설의 원조
 
***주요 서점 종합 베스트셀러 1위
***국립중앙도서관 2022 올해의 책
***전국 37개 도시 올해의 책
***해외 18개국 판권 수출
***연극 [불편한 편의점] 절찬 상연 중

불편한데 자꾸 가고 싶은 편의점이 있다! 
힘들게 살아낸 오늘을 위로하는 편의점의 밤
정체불명의 알바로부터 시작된 웃음과 감동의 나비효과
『망원동 브라더스』 김호연의 ‘동네 이야기’ 시즌 2

2013년 세계문학상 우수상 수상작 『망원동 브라더스』로 데뷔한 후 일상적 현실을 위트 있게 그린 경쾌한 작품과 인간의 내밀한 욕망을 기발한 상상력으로 풀어낸 스릴러 장르를 오가며 독자적인 작품 세계를 쌓아올린 작가 김호연. 그의 다섯 번째 장편소설 『불편한 편의점』이 출간되었다. 『불편한 편의점』은 청파동 골목 모퉁이에 자리 잡은 작은 편의점을 무대로 힘겨운 시대를 살아가는 우리 이웃들의 삶의 속내와 희로애락을 따뜻하고 유머러스하게 담아낸 작품이다. 『망원동 브라더스』에서 망원동이라는 공간의 체험적 지리지를 잘 활용해 유쾌한 재미와 공감을 이끌어냈듯 이번에는 서울의 오래된 동네 청파동에 대한 공감각을 생생하게 포착해 또 하나의 흥미진진한 ‘동네 이야기’를 탄생시켰다. 

서울역에서 노숙인 생활을 하던 독고라는 남자가 어느 날 70대 여성의 지갑을 주워준 인연으로 그녀가 운영하는 편의점에서 야간 알바를 하면서 이야기가 시작된다. 덩치가 곰 같은 이 사내는 알코올성 치매로 과거를 기억하지 못하는 데다 말도 어눌하고 행동도 굼떠 과연 손님을 제대로 상대할 수 있을까 의구심을 갖게 하는데 웬걸, 의외로 그는 일을 꽤 잘해낼 뿐 아니라 주변 사람들을 묘하게 사로잡으면서 편의점의 밤을 지키는 든든한 일꾼이 되어간다. 

현실감 넘치는 캐릭터와 그들 간의 상호작용을 점입가경으로 형상화하는 데 일가견이 있는 작가의 작품답게 이 소설에서도 독특한 개성과 사연을 지닌 인물들이 차례로 등장해 서로 티격태격하며 별난 관계를 형성해간다. 고등학교에서 역사를 가르치다 정년퇴임하여 매사에 교사 본능이 발동하는 편의점 사장 염 여사를 필두로 20대 취준생 알바 시현, 50대 생계형 알바 오 여사, 매일 밤 야외 테이블에서 참참참(참깨라면, 참치김밥, 참이슬) 세트로 혼술을 하며 하루의 스트레스를 푸는 회사원 경만, 마지막이라는 각오로 청파동에 글을 쓰러 들어온 30대 희곡작가 인경, 호시탐탐 편의점을 팔아치울 기회를 엿보는 염 여사의 아들 민식, 민식의 의뢰를 받아 독고의 뒤를 캐는 사설탐정 곽이 그들이다. 제각기 녹록지 않은 인생의 무게와 현실적 문제를 안고 있는 이들은 각자의 시선으로 독고를 관찰하는데, 그 과정에서 발생하는 오해와 대립, 충돌과 반전, 이해와 공감은 자주 폭소를 자아내고 어느 순간 울컥 눈시울이 붉어지게 한다. 그렇게 골목길의 작은 편의점은 불편하기 짝이 없는 곳이었다가 고단한 삶을 위로하고 웃음을 나누는 특별한 공간이 된다. 

                                                ",99308021.jpg,0,0
20,리틀 라이프 1,한야 야나기하라,시공사,2016년 06월 16일,9788952776372,620,소설/시/희곡,"천 페이지를 압도하는 폭풍 같은 서사2015년 맨부커상 최고의 화제작이 소설을 소개하는 가장 좋은 방법은, 너무나 흔한 관용구대로 “결코 손에서 놓을 수 없다”고 말하는 것이다. 독자를 두렵고 불편하게 하면서도 사로잡는 소설을 묘사할 더 적절한 표현은 없다. _커커스 문학상 선정단영미권을 대표하는 문학상 맨부커상과 전미도서상 최종후보에 나란히 오르고, [뉴욕타임스] [워싱턴포스트] [가디언] [월스트리트저널]을 비롯한 25개 언론사에서 ‘올해의 책’으로 꼽은 화제작 《리틀 라이프》가 한국어판으로 출간되었다. 영국과 미국의 대표 문학상 후보에 선정되기 전부터 독자들 사이에서는 “밤을 새워 읽었다” “천 페이지가 더 길었으면 하는 소설은 처음이다” “눈물이 나 몇 번을 읽다 멈춰야 했다” “충격적이고 가슴 아프다” “읽는 내내 매일 밤 이 소설에 관한 꿈을 꿨다” 같은 리뷰와 함께 이미 입소문이 퍼진 작품으로, 맨부커상 후보작으로 선정된 후 이례적으로 홈페이지에 응원 댓글이 달리며 독자들의 열렬한 지지를 받았다. 어린 시절 끔찍한 학대와 폭력의 트라우마를 간직한 비밀스러운 인물 주드의 이야기를 담은 《리틀 라이프》는 또한 그 소재의 선정성과 가차 없음으로 심사위원들 사이에서 가장 논쟁적인 작품이 되기도 했다.현대 소설로는 드물게 요약본과 해설서가 등장하고, 서평 사이트 ‘굿리즈’에 4만 명이 넘는 독자들이 별점 4점 이상의 평점을 남기고 있으며, 영화 [캐롤]의 배우 루니 마라가 추천 도서로 꼽는 등, 출간된 지 일 년이 넘은 지금도 여전히 독자들의 가슴에 큰 반향을 일으키고 있다.                                 ",28995741.jpg,0,0
21,문과 남자의 과학 공부,유시민,돌베개,2023년 06월 23일,9791192836188,304,인문,"과학 공부로 길어 올린 생명과 우주에 관한 진실, 인간과 사회를 이해하는 방법
“내 삶을 어떤 의미로 채울 것인가?” 

지금 여기, 지식과 교양의 새로운 패러다임 
과학의 사유와 인문학의 성찰이 함께하는 지적 여정  
“문과도 과학적으로 생각할 수 있다!”  

『문과 남자의 과학 공부』는 역사 · 정치 · 경제 · 글쓰기 · 여행 등 인문학 분야의 글을 써온 작가 유시민이 과학을 소재로 쓴 첫 책이다. 유시민에게 “지적 자극과 정서적 감동을 준 과학이론, 인간과 사회와 역사에 대한 생각을 교정해준 정보를 골라 새롭게 해석”했다. 과학과 인문학이 교차 · 통섭하는 이야기가 흥미진진하다. 저자는 과학 책을 읽으며 인문학 공부로 배우지 못한 지식과 정보를 얻고, 과학의 토대 위에서 다양하게 사유할 수 있었다. 그리하여 온전한 공부를 하기 위해 인문학과 함께 과학 공부를 해야 한다고, 회한의 감정을 실어 말한다. “다시 스무 살로 돌아간다면 인문학과 함께 과학도 공부하고 싶다.” 그리고 현재 인문학이 맞닥뜨린 위기와 한계를 뚫고 나아가려면 과학의 성취를 받아들여야 한다고 조언한다. 인문학은 과학으로 정확해지고, 과학은 인문학으로 깊어진다. 

                                                ",119608737.jpg,0,0
22,ETS 토익 단기공략 750+ (LC+RC),ETS,YBM(와이비엠),2020년 08월 20일,9788917235944,488,국어 외국어 사...,"『ETS 토익 단기공략 750+ (LC+RC)』는 출제기관 ETS에서 독점 제공하는 토익 단기공략 시리즈 중 하나로, 750점 이상을 목표로 하는 수험자들을 위한 교재이다. 최신경향을 분석하여 전략을 제시하고, 엄선된 기출문제 및 ETS 개발문제를 수록하여 실전에 확실히 대비할 수 있도록 하였다. 실제 시험과 동일한 ETS 성우의 음원, 학습 지원 어플(APP), 그리고 최종 실력을 점검할 수 있는 실전 모의고사 1회분까지 무료로 제공한다. 최신경향을 꿰뚫는 전략과 양질의 문제로 단기간에 고득점을 달성해 보자. 


                                                ",91868954.jpg,0,0
23,자본주의,정지은,가나출판사,2013년 09월 27일,9788957365793,388,경제 경영,"세계 32명의 석학들이 밝히는금융·소비·돈에 관한 33가지 비밀자본주의 덕분에 인류는 그 어느 체제보다 엄청난 부의 생산을 경험할 수 있었다. 우리는 지금도 자본주의 사회에 살고 있다. 하지만 우리가 정말 자본주의에 대해서 제대로 알고 있을까? 지금 자본주의는 기로에 놓여 있다. 이대로 갈 것인가, 새로운 길을 모색할 것인가. 이 책은 현재 위기를 겪고 있는 ‘자본주의’를 쉽게 풀어낸 방송, ‘EBS 다큐프라임〈자본주의〉 5부작’을 책으로 펴낸 것이다. 5부작 방송에서 미처 다 보여주지 못한 내용들이 심층적으로 보완했다.뉴스에서 나오는 ‘서브프라임 모기지’는 대체 무엇이고 왜 문제가 생겼는지, 저축은행 사태는 왜 일어났는지, 마트에 가면 왜 나도 모르게 많이 사게 되는지 등 자본주의 사회의 숨은 진실과 무서움에 관해 책은 경고한다. 그리고 무의식중에 우리를 나락으로 빠뜨리는 자본주의의 유혹과 위협 속에서 어떻게 살아남을 것인지 알려준다. 1776년 아담 스미스의 『국부론』으로 거슬러 올라가 스미스와 마르크스의 관점에서 지금의 자본주의를 바라보기도 하고, 케인스와 하이에크의 ‘시장’이냐 ‘정부’냐 논쟁에서 벗어나 결국엔 ‘사람’이 가장 중요하다는 결론을 내린다.고등학교 경제 교과서에 보면 수요와 공급의 법칙이 설명되어 있다. 가격이 내려가면 소비자의 수요량은 늘어나고, 가격이 오르면 생산자는 생산량을 늘린다는 것이다. 그리고 수요량과 공급량이 만나는 지점에서 가격이 결정된다고 배운다. 그렇다면 이것으로 물가가 계속해서 오르는 원리를 설명할 수 있을까? 우리는 물가가 오르락내리락한다고 생각하기 쉽지만 실제로는 그렇지 않다. 물가는 오르기만 하고 내려가지는 않는다. 이처럼 우리가 상식이라고 생각해 왔던 자본주의 경제에 관해 생각지 못했던 숨겨진 진실들을, 이 책에서 낱낱이 파헤친다.                                 ",11081680.jpg,0,0
24,이기적 유전자 The Selfish Gene,리처드 도킨스,을유문화사,2018년 10월 20일,9788932473901,632,자연과학,"과학을 넘어선 우리 시대의 고전, 『이기적 유전자』 40주년 기념판
리처드 도킨스의 ‘새로운 에필로그’ 수록
새로운 디자인으로 다시 태어난 세계적 베스트셀러

현대 생물학의 새로운 지평을 연 세계적인 석학 리처드 도킨스의 대표작 『이기적 유전자』의 40주년 기념판이 출간되었다. 진화론의 새로운 패러다임을 제시한 이 책은 다윈의 ‘적자생존과 자연선택’이라는 개념을 유전자 단위로 끌어내려 진화를 설명한다. 2013년 영국의 정치평론지 『프로스펙트』지가 독자들의 투표로 선정하는 ‘세계 최고의 지성’ 1위에 오른 바 있는 도킨스는 일찍이 촉망받는 젊은 과학자로 간결한 문체와 생생한 비유, 논리적인 전개를 갖춘 글로 능력을 인정받아 왔다. 도킨스는 자신의 동물행동학 연구를 진화의 역사에서 유전자가 차지하는 중심적 역할에 대한 좀 더 넓은 이론적 맥락과 연결시키기 시작했는데, 그 결과가 바로 『이기적 유전자』(초판 1976년, 개정판 1989년, 30주년 기념판 2006년, 40주년 기념판 2016년)다.

『이기적 유전자』는 처음 출간되었을 당시 과학계와 일반 대중들에게 폭발적인 반향을 불러일으키며 세기의 문제작으로 떠올랐다. 혁신적인 통찰에 더해 사람의 마음을 휘어잡는 뛰어난 문장력과 명쾌한 구성력 또한 보여 주는 이 책은 명실상부 과학 교양서의 바이블로 일컬어지기에 손색이 없다. 또 최재천 이화여대 석좌교수가 “한 권의 책 때문에 인생관이 하루아침에 뒤바뀌는 경험을 한 적이 있는가? 내게는 『이기적 유전자』가 바로 그런 책이다”라고 말했던 것처럼, 이 책은 무엇보다 인간의 본질에 대한 근원적인 물음을 던지며 독자에게 큰 울림을 준다는 점에서 과학 책을 넘어 인생의 어느 지점에서 한 번쯤 읽어봐야 할 책으로 자리 잡았다. 이제 한국 독자들도 40년이라는 세월의 검증을 거치며 그 중요성과 깊이를 더욱더 확고하게 인정받은 『이기적 유전자』의 최신 판본을 만나볼 수 있게 되었다.

이번 40주년 기념판에 새롭게 수록된 에필로그에서 도킨스는 여전히 ‘이기적 유전자’라는 개념이 갖고 있는 지속적인 타당성을 이야기하며 이 책이 전하는 메시지를 되새긴다. 새로운 에필로그를 수록하는 것은 물론 새로운 디자인과 휴대하기 좋은 판형으로 갈아입은 40주년 기념판을 통해 독자들은 『이기적 유전자』가 주는 울림을 더욱더 선명하게 느낄 수 있을 것이다.



                                                ",65067259.jpg,0,0
25,좋은 일이 오려고 그러나 보다 (리커버판),박여름,히읏,2023년 07월 26일,9791192559742,244,에세이,"“힘든 일이 오더라도너무 무너지기만 하진 말자.더 좋은 일이 오려고 그러나 보다그래서 아픈가 보다 생각하자.”더 좋은 사람이 되고 싶은당신에게 전하는 다정한 말들『좋은 일이 오려고 그러나 보다』는 뛰어난 공감능력과 정감 가는 말투로 7만 명 이상의 독자들에게 사랑과 응원을 건네는 박여름 작가의 새 에세이이다. 누구나 한 번은 겪어봤을 법한 일들, 한 번은 통과했어야 했던 나날들을 누구보다 잘 알아주고 다독여 주는 책이다.책에는 살아가면서 마주하는 수많은 불안, 슬픔, 이별, 새로운 만남 등을 작가 특유의 시선으로 해석하여 읽기 좋게 가공한 짧고도 긴 글들이 수록되어 있다. 누군가의 따뜻한 마음씨가 필요할 때마다 한 편씩 꺼내 읽다 보면, 어느새 마음이 한결 괜찮아져 있음을 깨닫게 될 것이다.우리는 늘 더 좋은 사람, 멋진 사람이 되기를 꿈꾼다. 그래야 다른 좋은 사람과 더 좋은 일들이 나를 찾아올 것이라고 생각하기 때문이다. 하지만 동시에 가끔은 시련도 있고 반갑지 않은 만남도 있어야 그를 이겨내고 더 좋은 사람이 될 수 있음을 잊어버리기도 한다. 책은 좋은 사람이 되기를 원하는 우리, 하지만 가끔 아픔을 겪기도 하는 우리에게 다정하게 말해준다. 지금의 힘든 나날도 더 좋은 사람이 되기 위한 시간, 더 좋은 일을 맞이하기 위해 겪어야 할 과정이라고. 지금 아프고 힘들다는 건, 곧 좋은 일이 오려고 하기 때문이라고.                                ",120785860.jpg,0,0
26,아주 희미한 빛으로도,최은영,문학동네,2023년 08월 07일,9788954695053,352,소설/시/희곡,"더 진실하기를, 더 치열하기를, 더 용기 있기를
『내게 무해한 사람』 이후 5년, 
고요하게 휘몰아치는 최은영의 세계

소설가 권여선, 서평가 정희진 추천
2020 젊은작가상 수상작 「아주 희미한 빛으로도」 수록

‘함께 성장해나가는 우리 세대의 소설가’를 갖는 드문 경험을 선사하며 동료 작가와 평론가, 독자 모두에게 특별한 이름으로 자리매김한 최은영의 세번째 소설집 『아주 희미한 빛으로도』가 출간되었다. 올해로 데뷔 10년을 맞이하는 최은영은 그간 만남과 헤어짐을 거듭하는 인물의 내밀하고 미세한 감정을 투명하게 비추며 우리의 사적인 관계 맺기가 어떻게 사회적인 맥락을 얻는지를 고찰하고(『쇼코의 미소』, 2016), 지난 시절을 끈질기게 떠올리는 인물을 통해 기억을 마주하는 일이 어떻게 재생과 회복의 과정이 될 수 있는지를 살피며(『내게 무해한 사람』, 2018), 4대에 걸친 인물들의 삶의 궤적을 따라감으로써 과거에서 현재를 향해 쓰이는 종적인 연대기(年代記)가 어떻게 인물들을 수평적 관계에 위치시키며 횡적인 연대기(連帶記)로 나아가는지를 그려왔다(『밝은 밤』, 2021). 이전 작품들에 담긴 문제의식을 한층 더 깊고 날카로운 시선으로 이어나가는 이번 소설집은 작가가 처음 작품활동을 시작했을 때 품은 마음이 지금의 관점에서 어떻게 이어지는지 보여줌으로써 “깊어지는 것과 넓어지는 것이 문학에서는 서로 다른 말이 아니라는 것”(한국일보문학상 심사평)을 감동적으로 증명해낸다.

『아주 희미한 빛으로도』에 담긴 7편의 중단편은 조곤조곤 이야기를 시작하다가도 어느 순간 이야기의 부피를 키우면서 우리를 뜨거운 열기 한가운데로 이끄는 몰입력과 호소력이 돋보인다. “너라면 어땠을 것 같아. 네가 나였다면 그 순간 어떻게 했을 것 같니”(「답신」, 170쪽)라고 묻는 최은영의 소설은 소설 바깥의 우리를 적극적으로 소설 속으로 끌어들이면서 때로는 직장생활을 하다 다시 대학에 입학한 인물이 충만한 기쁨과 예상치 못한 어려움을 느끼는 강의실로(「아주 희미한 빛으로도」), 때로는 동갑내기 인턴과 함께 카풀을 하면서 그전과는 전혀 다른 방식의 대화를 하게 되는 자동차 안으로(「일 년」), 때로는 자기 존재를 증명하기 위해 스스로를 몰아붙여온 인물의 외로운 옆자리로(「이모에게」) 우리를 데려가 그들과 함께 한 시절을 겪어내게 한다. 그리고 그들과 함께하는 시간을 통해 우리에게 “마음이, 당신과 아무런 관계도 없는 사람들의 마음에 붙을 수 있다는 것”(「몫」, 66쪽)을 일러준다. 그것이 최은영의 이번 소설집에서 강력하게 작동하는 힘이자 지금 우리에게 가장 절실한 힘인 다른 사람에 대한 상상력일 것이다. 

                                                ",120761010.jpg,0,0
27,해커스 일본어 첫걸음 : 일본어 기초 20일 독학 완성!,해커스 일본어연구소,해커스어학연구소,2021년 07월 08일,9788965424215,332,국어 외국어 사...,"따라만 해도 일본어가 술~술~
20일만에 일본어 기초 완성!
 
일본어를 하나도 몰라도, 따라 읽기만 하면 말문이 트이는 체계적인 학습으로 구성되어 있고 [문형으로 말문 트기+문형 탐구+실생활 회화 자동발사]로 쉽고 재미있게 학습할 수 있다. [문형 활용한 긴 문장 말하기+연습문제로 실력 확인하기]로 배운 것을 내 것으로 만들 수 있으며 문자 암기와 문형 학습을 도와줄 [히라가나/가타카나표+동사 활용표+쓰기 노트+워크북]와 언제 어디서든 MP3를 손쉽게 들을 수 있는 QR코드가 수록되어 있다.

                                                ",102502665.jpg,0,0
28,진짜 쓰는 실무 엑셀,전진권,제이펍,2022년 02월 15일,9791191600704,508,IT 모바일,"대기업 직장 생활 10년의 실무 노하우와 엑셀 유튜브 채널을 운영하면서 들은
수많은 직장인의 고민을 해결할 수 있는 다양한 엑셀 비법을 담았다. 
‘진짜 쓰는 실무 엑셀’ 한 권이면 빠른 일 처리로 워라밸을 실현하고, 일잘러로 거듭날 수 있다! 

오랜 시간 엑셀은 수많은 발전을 거듭하였고, Office 365에서 Microsoft 365로 브랜드명을 변경하기까지 다양한 기능, 특히 동적 배열 함수가 추가되면서 매크로를 사용하지 않고도 많은 부분을 해결할 수 있도록 개선되었다. 이 책에서 소개하는 제대로 된 실무 활용 기능을 익힌다면 방대한 데이터에서 특정 자료를 취합하고 분석하기, 분석된 자료를 한눈에 보기 좋게 시각화하기, 반복되는 작업을 효율적으로 개선하기 등 회사에서 원하는 엑셀 사용 능력을 충분히 뛰어넘을 수 있을 것이다.

                                                ",106711883.jpg,0,0
29,리틀 라이프 2,한야 야나기하라,시공사,2016년 06월 16일,9788952776389,436,소설/시/희곡,"천 페이지를 압도하는 폭풍 같은 서사2015년 맨부커상 최고의 화제작이 소설을 소개하는 가장 좋은 방법은, 너무나 흔한 관용구대로 “결코 손에서 놓을 수 없다”고 말하는 것이다. 독자를 두렵고 불편하게 하면서도 사로잡는 소설을 묘사할 더 적절한 표현은 없다. _커커스 문학상 선정단영미권을 대표하는 문학상 맨부커상과 전미도서상 최종후보에 나란히 오르고, [뉴욕타임스] [워싱턴포스트] [가디언] [월스트리트저널]을 비롯한 25개 언론사에서 ‘올해의 책’으로 꼽은 화제작 《리틀 라이프》가 한국어판으로 출간되었다. 영국과 미국의 대표 문학상 후보에 선정되기 전부터 독자들 사이에서는 “밤을 새워 읽었다” “천 페이지가 더 길었으면 하는 소설은 처음이다” “눈물이 나 몇 번을 읽다 멈춰야 했다” “충격적이고 가슴 아프다” “읽는 내내 매일 밤 이 소설에 관한 꿈을 꿨다” 같은 리뷰와 함께 이미 입소문이 퍼진 작품으로, 맨부커상 후보작으로 선정된 후 이례적으로 홈페이지에 응원 댓글이 달리며 독자들의 열렬한 지지를 받았다. 어린 시절 끔찍한 학대와 폭력의 트라우마를 간직한 비밀스러운 인물 주드의 이야기를 담은 《리틀 라이프》는 또한 그 소재의 선정성과 가차 없음으로 심사위원들 사이에서 가장 논쟁적인 작품이 되기도 했다.현대 소설로는 드물게 요약본과 해설서가 등장하고, 서평 사이트 ‘굿리즈’에 4만 명이 넘는 독자들이 별점 4점 이상의 평점을 남기고 있으며, 영화 [캐롤]의 배우 루니 마라가 추천 도서로 꼽는 등, 출간된 지 일 년이 넘은 지금도 여전히 독자들의 가슴에 큰 반향을 일으키고 있다.                                 ",28995747.jpg,0,0
